case_id,orientation_orig,header_match,pixel_type,dim_x,dim_y,dim_z,dx,dy,dz,fov_x_mm,fov_y_mm,fov_z_mm,hu_min,hu_max,hu_p001,hu_p01,hu_p50,hu_p99,hu_p999,frac_below_air,bone_hu_p01,bone_hu_p05,bone_hu_p25,bone_hu_p50,bone_hu_p75,bone_hu_p95,bone_hu_p99,bone_frac_below_mip_thr,bone_frac_below_window,bone_frac_above_window,bone_volume_cm3,metal_cm3,metal_in_bone_cm3,vox_above_2500_cm3,above_mip_thr_outside_labels_cm3,metal_to_bone_mm,crop_side_px,crop_side_mm,px_mm_no_crop_256,px_mm_crop_256,bone_bbox_w_mm,bone_bbox_h_mm,bone_inside_crop,z_bone_first,z_bone_last,slices_with_bone,bone_z_extent_mm,n_frag_SA,main_is_lowest_SA,n_frag_LI,main_is_lowest_LI,n_frag_RI,main_is_lowest_RI,dist_SA_LI_mm,dist_SA_RI_mm,dist_LI_RI_mm,seconds,bonecrop_side_px,bonecrop_side_mm,px_mm_bonecrop_256,bone_inside_bonecrop,bonecrop_margin_min_mm,bonecrop_v,split
011,LPS,True,16-bit signed integer,512,512,313,0.9760000109672546,0.9760000109672546,0.7989501953125,499.7120056152344,499.7120056152344,250.0714111328125,-2285.0,1677.0,-2048.0,-2048.0,-991.0,300.0,1078.0,0.3301652536605494,8.0,67.0,174.0,302.0,531.0,999.0,1256.0,0.4064632334816322,0.0,0.005936263182335601,824.3605081354871,0.0,0.0,0.0,249.62413655611715,,456,445.0560050010681,1.9520000219345093,1.7385000195354223,292.8000032901764,150.30400168895721,True,29,300,272,217.314453125,1,True,3,True,2,True,1.597900390625,1.597900390625,3.9040000438690186,41.000624656677246,340,331.8400037288666,1.296250014565885,True,18.544000208377838,3,test
012,LPS,True,32-bit signed integer,512,512,265,0.87890625,0.87890625,1.0,450.0,450.0,265.0,-1023.0,1437.0,-1023.0,-1016.0,-947.0,354.0,1015.0,0.0,-9.0,40.0,153.0,271.0,496.0,901.0,1081.0,0.4592655992232828,0.0,3.0531336855292657e-06,759.032793045044,0.0,0.0,0.0,464.52006340026855,,514,451.7578125,1.7578125,1.764678955078125,245.21484375,192.48046875,True,34,240,207,207.0,1,True,3,True,1,True,1.7578125,1.7578125,2.4859222776089562,26.24183416366577,329,289.16015625,1.1295318603515625,True,11.42578125,3,train
013,LPS,True,32-bit signed integer,512,512,375,0.78125,0.78125,0.800000011920929,400.0,400.0,300.00000447034836,-1023.0,16941.0,-1022.0,-1013.0,-985.0,308.0,886.7960000003222,0.0,-102.0,-74.0,18.0,128.0,316.0,698.0,975.0,0.6748032787520389,0.0,5.101256717192785e-05,756.1709097053244,0.9877929834692623,0.0,1.1499023608848802,399.37940048246674,5.8564734547587545,487,380.46875,1.5625,1.4862060546875,293.75,151.5625,True,64,326,263,210.40000313520432,1,True,1,True,3,True,1.5625,1.5625,4.6875,33.06388974189758,433,338.28125,1.3214111328125,True,14.0625,3,train
014,RAS,True,32-bit signed integer,458,329,298,0.7890625,0.7890625,1.0,361.390625,259.6015625,298.0,-1023.0,4420.0,-1013.0,-1007.0,-91.0,563.0,1184.0,0.0,23.0,92.0,211.0,324.0,516.0,885.0,1108.0,0.3374036093415145,0.0,0.00013201688055846075,848.9182044677734,0.07471435546875,0.0,0.107090576171875,365.04935986328127,120.05712548160668,484,381.90625,1.41168212890625,1.4918212890625,285.640625,155.4453125,True,29,249,221,221.0,2,True,1,True,4,True,1.578125,1.578125,3.15625,21.514631509780884,418,329.828125,1.28839111328125,True,14.203125,3,train
015,LPS,True,16-bit signed integer,479,281,260,0.81640625,0.81640625,1.0,391.05859375,229.41015625,260.0,-1023.0,1422.0,-1017.0,-1009.0,-57.0,413.0,1060.0,0.0,-28.0,15.0,87.0,180.0,354.0,735.0,981.0,0.6186698855089043,0.0,6.305567816381865e-06,739.9229206848145,0.0,0.0,0.0,173.74888246154785,,499,407.38671875,1.5275726318359375,1.5913543701171875,297.171875,146.13671875,True,19,231,213,213.0,2,True,3,True,1,True,1.6328125,1.6328125,14.6953125,24.227941274642944,398,324.9296875,1.269256591796875,True,13.87890625,3,train
016,LPS,True,32-bit signed integer,512,512,235,0.78125,0.78125,1.0,400.0,400.0,235.0,-1023.0,3556.0,-1015.0,-1009.0,-945.0,564.0,1358.0,0.0,21.0,64.0,161.0,280.0,478.0,850.0,1060.0,0.4417840678421265,0.0,0.0005305102639913855,927.30224609375,1.251220703125,0.0201416015625,4.2828369140625,802.89306640625,0.0,483,377.34375,1.5625,1.4739990234375,290.625,163.28125,True,16,234,219,219.0,1,True,2,True,3,True,2.209708691207961,2.980404754391591,3.125,35.1593713760376,414,323.4375,1.263427734375,True,14.0625,3,train
017,LPS,True,16-bit signed integer,512,512,280,0.78125,0.78125,1.0,400.0,400.0,280.0,-1023.0,1470.0,-1017.0,-1010.0,-974.0,300.0,991.0,0.0,-33.0,13.0,104.0,234.0,456.0,893.0,1107.0,0.5238821023438704,0.0,1.5712878569892356e-05,621.5045166015625,0.0,0.0,0.0,275.5877685546875,,462,360.9375,1.5625,1.409912109375,264.84375,149.21875,True,35,223,189,189.0,1,True,3,True,1,True,1.5625,2.209708691207961,3.125,43.0268440246582,376,293.75,1.1474609375,True,14.0625,3,train
018,LPS,True,32-bit signed integer,512,512,375,0.78125,0.78125,0.800000011920929,400.0,400.0,300.00000447034836,-1023.0,1646.0,-1023.0,-1015.0,-897.0,433.0,1261.0,0.0,-65.0,-18.0,91.0,232.0,439.0,892.0,1152.0,0.5266234037629756,0.0,0.001152420184326066,957.9873189626232,0.0,0.0,0.0,539.3203205364989,,487,380.46875,1.5625,1.4862060546875,282.03125,167.96875,True,59,323,265,212.00000315904617,1,True,1,True,2,True,1.5625,1.5625,3.125,66.01665234565735,410,320.3125,1.251220703125,True,13.28125,3,train
019,LPS,True,16-bit signed integer,512,512,350,0.6919999718666077,0.6919999718666077,0.800048828125,354.3039855957031,354.3039855957031,280.01708984375,-2048.0,1727.0,-2048.0,-2048.0,-958.0,458.0,1322.0,0.21476634434291295,-8.0,52.0,171.0,306.0,557.0,1046.0,1327.0,0.40871139226685227,0.0,0.01277711810815852,673.6900806823423,0.0,0.0,0.0,276.4933882555866,,536,370.9119849205017,1.3839999437332153,1.4488749410957098,266.41998916864395,147.39599400758743,True,34,300,267,213.613037109375,2,True,1,True,1,True,1.3839999437332153,1.9572714907511135,27.869522780512497,45.981905698776245,455,314.8599871993065,1.229921824997291,True,17.29999929666519,3,test
020,LPS,True,16-bit signed integer,512,512,350,0.7820000052452087,0.7820000052452087,0.7989501953125,400.3840026855469,400.3840026855469,279.632568359375,-2048.0,3321.0,-2048.0,-2048.0,-955.0,473.0,1226.0,0.21513114929199217,32.0,96.0,220.0,356.0,582.0,1061.0,1299.0,0.3081115835045751,0.0,0.009842658597443767,810.0546888599872,0.004885772257924744,0.0,0.017100202902736603,407.13237940732046,,492,384.7440025806427,1.5640000104904175,1.5029062600806355,290.12200194597244,149.36200100183487,True,20,285,266,212.520751953125,2,True,2,True,1,True,2.2118300263872115,1.5640000104904175,6.25600004196167,41.96110248565674,419,327.65800219774246,1.2799140710849315,True,18.76800012588501,3,val
021,LPS,True,16-bit signed integer,512,512,350,0.7820000052452087,0.7820000052452087,0.7989501953125,400.3840026855469,400.3840026855469,279.632568359375,-2048.0,1677.0,-2048.0,-2048.0,-136.0,466.0,1288.0,0.21539632524762836,-38.0,13.0,115.0,246.0,476.0,956.0,1243.0,0.5049379290803586,0.0,0.005825806455075122,910.4309255901478,0.0,0.0,0.0,469.7284049986265,,538,420.7160028219223,1.5640000104904175,1.643421886023134,299.50600200891495,154.05400103330612,True,32,318,287,229.2987060546875,1,True,3,True,3,True,1.5640000104904175,1.5640000104904175,3.128000020980835,36.1320424079895,444,347.2080023288727,1.356281259097159,True,20.332000136375427,3,val
022,LPS,True,32-bit signed integer,512,512,341,0.84765625,0.84765625,1.0,434.0,434.0,341.0,-1023.0,5327.0,-1023.0,-1023.0,-934.0,495.0,1346.0,0.0,-46.0,40.0,173.0,308.0,599.0,1260.0,1559.0,0.39966437040517383,0.0,0.04262478580509646,831.9209951171875,0.015807464599609376,0.0,0.0287408447265625,832.0230251159668,115.37420144843162,536,454.34375,1.6953125,1.7747802734375,272.9453125,161.90234375,True,41,258,218,218.0,1,True,1,True,1,True,1.6953125,3.1222057820253455,20.624366704292402,23.750537633895874,471,399.24609375,1.5595550537109375,True,56.79296875,3,val
023,RAS,True,32-bit signed integer,395,394,325,0.77734375,0.77734375,0.800000011920929,307.05078125,306.2734375,260.0000038743019,-1023.0,1624.0,-1018.0,-1012.0,-121.0,464.0,1115.0,0.0,21.0,63.0,143.0,245.0,406.0,745.0,985.0,0.5080869256250814,0.0,1.3776215707985555e-05,842.165648938406,0.0,0.0,0.0,200.2451279106427,,421,327.26171875,1.1994171142578125,1.2783660888671875,268.18359375,158.578125,True,37,305,269,215.2000032067299,1,True,2,True,2,True,1.5546875,1.5546875,3.109375,24.907835245132446,390,303.1640625,1.184234619140625,True,17.1015625,3,test
024,LPS,True,16-bit signed integer,512,512,350,0.781000018119812,0.781000018119812,0.7989501953125,399.87200927734375,399.87200927734375,279.632568359375,-2048.0,5237.0,-2048.0,-2048.0,-927.0,306.0,1230.0,0.21846097673688616,-31.0,8.0,90.0,199.0,370.0,778.0,1108.0,0.5939863298499821,0.0,0.002371161888010404,782.4263467644,0.09892768198724992,0.0,0.1213447921912573,248.25682496883155,93.82614218346846,538,420.17800974845886,1.562000036239624,1.6413203505799174,258.5110059976578,155.4190036058426,True,20,299,280,223.7060546875,2,True,4,True,3,True,1.562000036239624,2.2345312196458824,4.686000108718872,37.19989585876465,446,348.32600808143616,1.36064846906811,True,42.95500099658966,3,train
025,RAS,True,32-bit signed integer,467,355,257,0.77734375,0.77734375,1.0,363.01953125,275.95703125,257.0,-1023.0,12939.0,-1021.0,-1010.0,-113.0,397.0,1252.1080000002403,0.0,-70.0,-33.0,45.0,140.0,297.0,666.0,934.0,0.6889576014223313,0.0,8.349571131539325e-05,665.8093361358642,2.9463878784179687,0.0,3.3240524444580077,256.96780484008787,31.073475055918372,493,383.23046875,1.4180450439453125,1.4969940185546875,268.18359375,144.5859375,True,33,229,197,197.0,1,True,3,True,4,True,1.5546875,1.5546875,2.5331903249965744,29.23399066925049,416,323.375,1.26318359375,True,22.54296875,3,train
026,LPS,True,32-bit signed integer,512,512,279,0.814453125,0.814453125,1.0,417.0,417.0,279.0,-1023.0,1913.0,-1018.0,-1011.0,-974.0,233.0,813.0,0.0,-67.0,-37.0,27.0,114.0,270.0,610.0,856.0,0.724315470807676,0.0,2.5354498141515287e-06,784.8712553329468,0.0,0.0,0.0,225.24364664840698,,484,394.1953125,1.62890625,1.539825439453125,283.4296875,163.705078125,True,39,252,214,214.0,1,True,3,True,1,True,1.62890625,1.62890625,3.2578125,41.429136991500854,391,318.451171875,1.2439498901367188,True,16.2890625,3,train
027,LPS,True,32-bit signed integer,512,512,313,0.8309999704360962,0.8309999704360962,0.7999998927116394,425.47198486328125,425.47198486328125,250.39996641874313,-1024.0,10827.0,-1024.0,-1024.0,-999.0,269.0,1026.755000000121,0.0,-103.0,-64.0,15.0,113.0,288.0,654.0,951.0,0.7051057813986407,0.0,9.707144281697797e-05,626.0271173765466,21.810121698387277,0.0,23.232677066389183,310.12259471128147,8.904835334799708,473,393.0629860162735,1.6619999408721924,1.5354022891260684,274.22999024391174,145.42499482631683,True,36,280,245,195.99997371435165,1,True,1,True,3,True,1.5999997854232788,1.5999997854232788,3.3239998817443848,37.6570839881897,364,302.483989238739,1.1815780829638243,True,13.295999526977539,3,val
028,RAS,True,32-bit signed integer,445,241,304,0.83203125,0.83203125,1.0,370.25390625,200.51953125,304.0,-1023.0,1658.0,-1023.0,-1014.0,8.0,541.0,1307.0,0.0,-29.0,22.0,121.0,234.0,409.0,819.0,1089.0,0.5290827749771252,0.0,0.00015678493006479613,834.5200277252197,0.0,0.0,0.0,283.26549407958987,,461,383.56640625,1.4463043212890625,1.4983062744140625,294.5390625,149.765625,True,52,262,211,211.0,2,True,2,True,3,True,1.6640625,1.6640625,2.0,22.015955448150635,389,323.66015625,1.2642974853515625,True,14.14453125,3,train
029,LPS,True,32-bit signed integer,512,512,379,0.783203125,0.783203125,0.7999998927116394,401.0,401.0,303.19995933771133,-1023.0,9989.0,-1023.0,-1023.0,-923.0,479.0,1194.0,0.0,-157.0,-64.0,67.0,184.0,408.0,1001.0,1317.0,0.6040420465764562,1.1615076369127127e-05,0.01118764155874325,633.7353624734428,0.2129749287132231,0.0,0.2527237057311288,788.7344916406605,65.5186532793221,504,394.734375,1.56640625,1.54193115234375,270.205078125,154.291015625,True,78,333,256,204.7999725341797,2,True,1,True,2,True,1.56640625,2.215232962935981,3.1328125,26.486661434173584,461,361.056640625,1.4103775024414062,True,41.509765625,3,train
030,LPS,True,16-bit signed integer,512,512,285,0.771484375,0.771484375,1.0,395.0,395.0,285.0,-1023.0,1664.0,-1017.7829999999999,-1011.0,-941.0,457.0,1120.0,0.0,16.0,59.0,153.0,271.0,471.0,846.0,1053.0,0.4589492273730684,0.0,0.0001248817407757805,943.6707973480225,0.0,0.0,0.0,595.8749879837036,,538,415.05859375,1.54296875,1.6213226318359375,303.96484375,162.783203125,True,26,247,222,222.0,1,True,2,True,3,True,2.1820873325678614,2.959983974104104,2.1820873325678614,30.658471822738647,486,374.94140625,1.4646148681640625,True,29.31640625,3,train
031,LPS,True,32-bit signed integer,512,512,312,0.78125,0.78125,1.0,400.0,400.0,312.0,-1023.0,3205.0,-1017.0,-1010.0,-964.0,394.0,1186.0,0.0,22.0,76.0,190.0,293.0,494.0,931.0,1132.0,0.39823790354019706,0.0,6.073364602953789e-05,743.6737060546875,0.001220703125,0.0,0.0067138671875,536.1822509765625,,491,383.59375,1.5625,1.4984130859375,254.6875,157.8125,True,49,272,224,224.0,2,True,2,True,4,True,1.5625,1.5625,3.125,23.038870096206665,406,317.1875,1.239013671875,True,26.5625,3,train
032,LPS,True,16-bit signed integer,512,512,350,0.7820000052452087,0.7820000052452087,0.7989501953125,400.3840026855469,400.3840026855469,279.632568359375,-2048.0,5754.0,-2048.0,-2048.0,-921.0,295.0,1212.0,0.21526143755231586,-72.0,-14.0,87.0,240.0,496.0,1001.0,1277.0,0.5119065889093514,0.0,0.007904374149905512,649.4481174658076,0.19689662199436717,0.0,0.26676316528269095,236.03849786150545,25.101535386856533,500,391.00000262260437,1.5640000104904175,1.5273437602445483,272.13600182533264,151.7080010175705,True,62,305,244,194.94384765625,1,True,2,True,3,True,1.5640000104904175,1.5640000104904175,3.128000020980835,23.828404188156128,397,310.45400208234787,1.2127109456341714,True,14.076000094413757,3,val
033,RAS,True,32-bit signed integer,403,263,365,0.798828125,0.798828125,0.800000011920929,321.927734375,210.091796875,292.00000435113907,-1023.0,1979.0,-1022.0,-1017.0,-18.0,694.0,1523.0,0.0,-81.0,-11.0,97.0,203.0,423.0,982.0,1296.0,0.5795967827249384,0.0,0.009696278035483206,955.4773534894308,0.0,0.0,0.0,266.8246342006062,,429,342.697265625,1.2575302124023438,1.3386611938476562,273.998046875,156.5703125,True,64,341,278,222.40000331401825,2,True,1,True,2,True,2.25942713676014,1.59765625,3.1953125,20.65621852874756,410,327.51953125,1.2793731689453125,True,19.970703125,3,train
034,LPS,True,16-bit signed integer,512,512,363,0.8500000238418579,0.8500000238418579,0.7999999523162842,435.20001220703125,435.20001220703125,290.39998269081116,-1024.0,2905.0,-1024.0,-1024.0,-1001.0,226.0,720.0,0.0,-98.0,-60.0,17.0,112.0,246.0,553.0,793.2199999999721,0.7540284609267507,0.0,9.391054718832684e-05,670.872459647815,0.0,0.0,0.0069359999756812875,338.82417681202884,,408,346.800009727478,1.7000000476837158,1.354687537997961,283.0500079393387,159.8000044822693,True,37,308,272,217.5999870300293,1,True,3,True,1,True,1.5999999046325684,1.5999999046325684,2.334523475347563,21.516448974609375,371,315.3500088453293,1.2318359720520675,True,13.600000381469727,3,train
035,RAS,True,16-bit signed integer,512,279,373,0.8080000281333923,0.8080000281333923,0.800000011920929,413.6960144042969,225.43200784921646,298.4000044465065,-2048.0,3549.0,-2048.0,-2048.0,-404.0,491.0,1273.0,0.05484650213324108,32.0,81.0,170.0,264.0,409.0,811.0,1141.0,0.46633227955479256,0.0,0.0021977049800834736,932.7881366610917,0.0015668737324607887,0.0,0.7709018763707081,272.2014831330414,,510,412.0800143480301,1.6160000562667847,1.6096875560469925,273.91200953722,157.5600054860115,True,27,321,295,236.00000351667404,1,True,2,True,1,True,1.6160000562667847,1.6160000562667847,1.600000023841858,38.93626523017883,402,324.8160113096237,1.2688125441782176,True,13.73600047826767,3,val
036,RAS,True,32-bit signed integer,512,326,307,0.78125,0.78125,1.0,400.0,254.6875,307.0,-1023.0,4150.0,-1016.0,-1010.0,-871.0,502.0,1298.0,0.0,-25.0,19.0,120.0,254.0,455.0,925.0,1161.0,0.4921046843444803,0.0,0.0003663437890088294,854.68994140625,0.05859375,0.0,0.087890625,386.0992431640625,91.3146389208762,462,360.9375,1.5625,1.409912109375,282.03125,146.875,True,49,264,216,216.0,1,True,4,True,1,True,1.5625,1.5625,3.125,37.832367181777954,431,336.71875,1.3153076171875,True,24.21875,3,train
037,LPS,True,32-bit signed integer,512,512,333,0.78125,0.78125,1.0060241222381592,400.0,400.0,335.006032705307,-1023.0,12340.0,-1020.0,-1012.0,-963.0,416.0,1300.0,0.0,32.0,110.0,241.0,369.0,605.0,1040.0,1188.0,0.2690304855021498,0.0,0.0006496228722685524,708.9056063903263,0.7675354936509393,0.0,0.8792886615265161,473.02230028275517,20.379981374829935,478,373.4375,1.5625,1.458740234375,267.1875,167.1875,True,80,302,223,224.3433792591095,2,True,2,True,2,True,1.5625,1.5625,3.125,60.22583270072937,400,312.5,1.220703125,True,14.0625,3,train
038,LPS,True,16-bit signed integer,512,512,350,0.7820000052452087,0.7820000052452087,0.801025390625,400.3840026855469,400.3840026855469,280.35888671875,-2048.0,1736.0,-2048.0,-2048.0,-911.0,462.0,1201.0,0.2148795645577567,43.0,105.0,233.0,398.0,638.0,1086.0,1308.0,0.2767284458487805,0.0,0.010881330625642994,694.209136504198,0.0,0.0,0.0,354.9489662204692,,538,420.7160028219223,1.5640000104904175,1.643421886023134,276.8280018568039,142.324000954628,True,39,293,255,204.261474609375,2,True,1,True,3,True,1.5640000104904175,1.5640000104904175,3.128000020980835,58.52755403518677,422,330.0040022134781,1.2890781336463988,True,21.896000146865845,3,train
039,LPS,True,16-bit signed integer,322,154,392,1.2200000286102295,1.2200000286102295,0.800000011920929,392.8400092124939,187.88000440597534,313.60000467300415,-1072.0,1829.0,-1021.0,-1003.0,-68.0,526.0,1262.0,0.0005274070586530975,-2.0,42.0,133.0,248.0,425.0,839.0,1097.0,0.5028792889562614,0.0,0.00039525457651506853,804.3480797912645,0.0,0.0,0.0,239.80625994078807,,338,412.36000967025757,1.5345312859863043,1.6107812877744436,306.2200071811676,151.28000354766846,True,68,332,265,212.00000315904617,3,True,2,True,4,True,1.600000023841858,1.600000023841858,4.880000114440918,17.06296443939209,278,339.1600079536438,1.324843781068921,True,13.420000314712524,3,train
040,LPS,True,16-bit signed integer,512,512,350,0.7820000052452087,0.7820000052452087,0.801025390625,400.3840026855469,400.3840026855469,280.35888671875,-2048.0,1753.0,-2048.0,-2048.0,-953.0,433.0,1157.0,0.21493362426757812,5.0,74.0,214.0,358.0,592.0,1012.0,1260.0,0.31690685331788176,0.0,0.006748806472597749,551.1926434580332,0.0,0.0,0.0,455.7754909503012,,536,419.1520028114319,1.5640000104904175,1.6373125109821558,258.0600017309189,150.14400100708008,True,20,267,248,198.654296875,2,True,2,True,2,True,1.5640000104904175,1.5640000104904175,1.5640000104904175,39.45541286468506,464,362.84800243377686,1.4173750095069408,True,29.716000199317932,3,train
041,RAS,True,16-bit signed integer,512,331,374,0.7820000052452087,0.7820000052452087,0.800000011920929,400.3840026855469,258.8420017361641,299.20000445842743,-2076.0,1655.0,-2052.0,-2048.0,-71.0,487.0,1359.0,0.07792076390515695,5.0,70.0,175.0,283.0,453.0,813.0,1065.0,0.4318339881623654,0.0,0.0006514079830380364,810.3485764562439,0.0,0.0,0.0,284.0597551122408,,528,412.8960027694702,1.5640000104904175,1.612875010818243,279.95600187778473,172.04000115394592,True,84,347,264,211.20000314712524,2,True,4,True,1,True,1.5640000104904175,1.5640000104904175,4.692000031471252,26.561466693878174,467,365.1940024495125,1.4265390720684081,True,29.716000199317932,3,train
